visit_id,rep_id,hcp_id,visit_date,drug_promoted,visit_duration_minutes
37975,46,1382,2024-05-28,CardioMax,17
37976,46,1766,2024-05-27,CardioMax,10
37977,46,394,2024-05-13,CardioMax,17
37978,46,801,2024-05-29,CardioMax,13
37979,46,496,2024-05-20,CardioMax,21
37980,46,1613,2024-05-24,CardioMax,15
37981,46,987,2024-05-31,CardioMax,22
37982,46,1939,2024-05-23,CardioMax,12
37983,46,1946,2024-05-09,GlucoShield,23
37984,46,1478,2024-05-14,CardioMax,24
37985,46,898,2024-05-07,CardioMax,24
37986,46,1491,2024-05-28,CardioMax,27
37987,46,204,2024-05-14,CardioMax,10
37988,46,412,2024-05-06,CardioMax,25
37989,46,1217,2024-05-22,CardioMax,13
37990,46,1395,2024-05-28,CardioMax,10
37991,46,1931,2024-05-10,CardioMax,24
37992,46,29,2024-05-22,CardioMax,19
37993,46,92,2024-05-23,CardioMax,10
37994,46,1219,2024-05-20,CardioMax,29
37995,46,524,2024-05-23,CardioMax,11
37996,46,1549,2024-05-02,CardioMax,17
37997,46,564,2024-05-10,CardioMax,23
37998,46,1280,2024-06-26,CardioMax,17
37999,46,1554,2024-06-04,CardioMax,11
38000,46,1469,2024-06-25,CardioMax,23
38001,46,1189,2024-06-17,CardioMax,15
38002,46,524,2024-06-17,CardioMax,30
38003,46,1385,2024-06-27,CardioMax,12
38004,46,1425,2024-06-17,CardioMax,18
38005,46,1425,2024-06-14,CardioMax,18
38006,46,1554,2024-06-04,CardioMax,23
38007,46,1817,2024-06-11,CardioMax,40
38008,46,1203,2024-06-11,CardioMax,21
38009,46,1535,2024-06-12,CardioMax,24
38010,46,834,2024-06-14,CardioMax,10
38011,46,1979,2024-06-05,CardioMax,20
38012,46,1554,2024-06-20,CardioMax,21
38013,46,1348,2024-06-21,CardioMax,10
38014,46,1201,2024-06-06,CardioMax,21
38015,46,898,2024-06-11,CardioMax,15
38016,46,1813,2024-06-04,CardioMax,12
38017,46,1613,2024-06-20,CardioMax,22
38018,46,363,2024-06-13,CardioMax,40
38019,46,1395,2024-06-03,CardioMax,21
38020,46,1481,2024-06-19,CardioMax,10
38021,46,748,2024-06-11,CardioMax,27
38022,46,1029,2024-06-04,CardioMax,14
38023,46,1272,2024-06-28,CardioMax,10
38024,46,524,2024-06-26,CardioMax,16
38025,46,185,2024-06-25,CardioMax,23
38026,46,133,2024-06-04,CardioMax,20
38027,46,450,2024-06-28,GlucoShield,19
38028,46,1931,2024-06-14,CardioMax,21
38029,46,305,2024-06-26,GlucoShield,21
38030,46,1458,2024-06-06,CardioMax,14
38031,46,1879,2024-06-13,CardioMax,18
38032,46,1011,2024-06-28,CardioMax,24
38033,46,671,2024-06-03,CardioMax,27
38034,46,487,2024-06-12,CardioMax,31
38035,46,987,2024-06-03,CardioMax,21
38036,46,975,2024-06-05,CardioMax,22
38037,46,1535,2024-06-12,CardioMax,16
38038,46,821,2024-06-27,CardioMax,22
38039,46,1603,2024-06-27,CardioMax,17
38040,46,133,2024-06-20,CardioMax,21
38041,46,135,2024-06-14,CardioMax,33
38042,46,521,2024-06-04,CardioMax,16
38043,46,556,2024-06-12,CardioMax,34
38044,46,846,2024-06-18,CardioMax,27
38045,46,683,2024-06-26,CardioMax,19
38046,46,1881,2024-06-17,CardioMax,20
38047,46,534,2024-06-05,CardioMax,13
38048,46,1496,2024-06-20,CardioMax,22
38049,46,854,2024-06-06,CardioMax,28
38050,46,450,2024-07-16,CardioMax,23
38051,46,1395,2024-07-09,CardioMax,14
38052,46,547,2024-07-22,CardioMax,21
38053,46,1669,2024-07-09,CardioMax,21
38054,46,1812,2024-07-16,CardioMax,32
38055,46,504,2024-07-11,CardioMax,25
38056,46,801,2024-07-24,CardioMax,25
38057,46,1147,2024-07-08,CardioMax,17
38058,46,182,2024-07-11,CardioMax,26
38059,46,1094,2024-07-15,CardioMax,21
38060,46,1263,2024-07-18,CardioMax,20
38061,46,1847,2024-07-08,CardioMax,18
38062,46,821,2024-07-25,CardioMax,19
38063,46,534,2024-07-15,CardioMax,32
38064,46,1147,2024-07-02,GlucoShield,18
38065,46,1635,2024-07-17,CardioMax,24
38066,46,1231,2024-07-18,CardioMax,26
38067,46,1787,2024-07-04,CardioMax,33
38068,46,449,2024-07-31,CardioMax,14
38069,46,1812,2024-07-29,CardioMax,23
38070,46,1217,2024-07-29,CardioMax,35
38071,46,600,2024-07-10,CardioMax,32
38072,46,237,2024-07-31,CardioMax,33
38073,46,186,2024-07-31,CardioMax,25
38074,46,1382,2024-07-01,CardioMax,10
38075,46,1920,2024-07-26,CardioMax,31
38076,46,1460,2024-07-18,CardioMax,25
38077,46,1478,2024-07-12,CardioMax,28
38078,46,487,2024-07-25,CardioMax,22
38079,46,687,2024-07-31,CardioMax,13
38080,46,1554,2024-07-08,CardioMax,24
38081,46,1082,2024-07-29,CardioMax,15
38082,46,78,2024-07-29,CardioMax,30
38083,46,564,2024-07-01,CardioMax,30
38084,46,1813,2024-07-05,CardioMax,26
38085,46,1635,2024-07-02,CardioMax,24
38086,46,450,2024-07-23,CardioMax,24
38087,46,538,2024-07-02,CardioMax,16
38088,46,837,2024-08-15,CardioMax,23
38089,46,693,2024-08-29,CardioMax,28
38090,46,1984,2024-08-21,CardioMax,19
38091,46,1260,2024-08-16,CardioMax,23
38092,46,181,2024-08-05,CardioMax,37
38093,46,75,2024-08-22,GlucoShield,26
38094,46,1476,2024-08-19,CardioMax,25
38095,46,987,2024-08-30,CardioMax,15
38096,46,1825,2024-08-29,CardioMax,33
38097,46,1490,2024-08-28,GlucoShield,10
38098,46,1549,2024-08-02,CardioMax,12
38099,46,504,2024-08-27,CardioMax,29
38100,46,766,2024-08-27,CardioMax,21
38101,46,1385,2024-08-19,GlucoShield,23
38102,46,1710,2024-08-16,GlucoShield,26
38103,46,1613,2024-08-06,CardioMax,18
38104,46,736,2024-08-30,GlucoShield,33
38105,46,1248,2024-08-21,CardioMax,16
38106,46,17,2024-08-28,CardioMax,25
38107,46,1896,2024-08-14,CardioMax,17
38108,46,599,2024-08-20,GlucoShield,19
38109,46,330,2024-08-27,CardioMax,24
38110,46,1522,2024-08-30,CardioMax,24
38111,46,1425,2024-08-29,CardioMax,19
38112,46,822,2024-08-12,CardioMax,26
38113,46,837,2024-08-08,CardioMax,18
38114,46,1414,2024-08-07,CardioMax,20
38115,46,78,2024-08-19,CardioMax,18
38116,46,1928,2024-08-06,CardioMax,26
38117,46,1886,2024-08-15,CardioMax,23
38118,46,846,2024-08-29,CardioMax,29
38119,46,1490,2024-08-07,GlucoShield,29
38120,46,1219,2024-08-12,CardioMax,31
38121,46,1414,2024-08-30,GlucoShield,25
38122,46,1839,2024-08-20,CardioMax,10
38123,46,1705,2024-09-30,CardioMax,20
38124,46,238,2024-09-26,GlucoShield,13
38125,46,886,2024-09-20,CardioMax,21
38126,46,1385,2024-09-04,GlucoShield,26
38127,46,237,2024-09-02,CardioMax,28
38128,46,412,2024-09-18,CardioMax,15
38129,46,822,2024-09-04,CardioMax,10
38130,46,78,2024-09-10,CardioMax,23
38131,46,238,2024-09-06,CardioMax,19
38132,46,1263,2024-09-25,CardioMax,29
38133,46,215,2024-09-17,CardioMax,24
38134,46,115,2024-09-09,CardioMax,10
38135,46,1323,2024-09-26,CardioMax,25
38136,46,1029,2024-09-30,CardioMax,22
38137,46,521,2024-09-03,CardioMax,26
38138,46,1348,2024-09-20,CardioMax,20
38139,46,1338,2024-09-25,GlucoShield,14
38140,46,1263,2024-09-25,CardioMax,24
38141,46,111,2024-09-10,CardioMax,13
38142,46,971,2024-09-13,CardioMax,32
38143,46,538,2024-09-04,CardioMax,23
38144,46,547,2024-09-16,CardioMax,24
38145,46,1094,2024-09-19,CardioMax,21
38146,46,924,2024-09-09,CardioMax,18
38147,46,1635,2024-09-11,CardioMax,16
38148,46,1896,2024-09-24,CardioMax,15
38149,46,204,2024-09-17,CardioMax,19
38150,46,1469,2024-09-06,CardioMax,22
38151,46,1320,2024-09-05,CardioMax,19
38152,46,1117,2024-09-30,CardioMax,17
38153,46,1260,2024-09-02,CardioMax,24
38154,46,1542,2024-09-11,CardioMax,18
38155,46,363,2024-09-23,CardioMax,30
38156,46,715,2024-09-02,CardioMax,30
38157,46,282,2024-09-02,CardioMax,17
38158,46,1272,2024-09-25,CardioMax,24
38159,46,821,2024-09-04,CardioMax,25
38160,46,1731,2024-09-23,CardioMax,24
38161,46,449,2024-09-23,CardioMax,20
38162,46,1920,2024-09-17,CardioMax,25
38163,46,1825,2024-09-10,CardioMax,27
38164,46,1787,2024-09-25,CardioMax,15
38165,46,276,2024-09-17,CardioMax,18
38166,46,1425,2024-09-19,CardioMax,37
38167,46,693,2024-09-26,CardioMax,16
38168,46,215,2024-10-03,GlucoShield,30
38169,46,1263,2024-10-10,CardioMax,17
38170,46,556,2024-10-30,CardioMax,10
38171,46,1117,2024-10-25,CardioMax,26
38172,46,968,2024-10-30,CardioMax,33
38173,46,1999,2024-10-01,CardioMax,20
38174,46,1344,2024-10-25,CardioMax,29
38175,46,1458,2024-10-04,CardioMax,19
38176,46,674,2024-10-23,GlucoShield,15
38177,46,1965,2024-10-21,CardioMax,27
38178,46,1554,2024-10-15,CardioMax,25
38179,46,215,2024-10-07,CardioMax,22
38180,46,1999,2024-10-23,CardioMax,10
38181,46,715,2024-10-30,CardioMax,18
38182,46,463,2024-10-31,CardioMax,13
38183,46,547,2024-10-28,CardioMax,12
38184,46,1320,2024-10-28,CardioMax,37
38185,46,1143,2024-10-25,CardioMax,10
38186,46,1719,2024-10-29,CardioMax,25
38187,46,276,2024-10-28,CardioMax,32
38188,46,1217,2024-10-31,CardioMax,25
38189,46,1812,2024-10-25,CardioMax,11
38190,46,1549,2024-10-11,CardioMax,10
38191,46,811,2024-10-22,CardioMax,26
38192,46,1414,2024-10-29,CardioMax,22
38193,46,831,2024-10-03,CardioMax,20
38194,46,1509,2024-10-10,CardioMax,19
38195,46,305,2024-10-01,CardioMax,24
38196,46,600,2024-10-04,CardioMax,33
38197,46,1667,2024-10-04,CardioMax,12
38198,46,504,2024-10-01,CardioMax,28
38199,46,448,2024-10-31,CardioMax,26
38200,46,825,2024-10-28,CardioMax,34
38201,46,1458,2024-10-14,CardioMax,15
38202,46,238,2024-10-28,CardioMax,28
38203,46,788,2024-10-16,CardioMax,36
38204,46,1522,2024-10-10,CardioMax,30
38205,46,1965,2024-10-15,CardioMax,39
38206,46,898,2024-11-12,CardioMax,18
38207,46,999,2024-11-22,CardioMax,21
38208,46,1374,2024-11-13,CardioMax,26
38209,46,1029,2024-11-06,CardioMax,20
38210,46,1928,2024-11-26,CardioMax,37
38211,46,182,2024-11-29,CardioMax,21
38212,46,1382,2024-11-08,CardioMax,17
38213,46,1787,2024-11-20,CardioMax,34
38214,46,592,2024-11-25,CardioMax,28
38215,46,894,2024-11-15,CardioMax,26
38216,46,825,2024-11-15,CardioMax,21
38217,46,1847,2024-11-01,GlucoShield,28
38218,46,693,2024-11-11,CardioMax,35
38219,46,1189,2024-11-04,CardioMax,22
38220,46,428,2024-11-08,CardioMax,26
38221,46,128,2024-11-04,CardioMax,18
38222,46,1363,2024-11-01,GlucoShield,31
38223,46,1201,2024-11-15,GlucoShield,31
38224,46,215,2024-11-20,CardioMax,18
38225,46,1931,2024-11-12,CardioMax,17
38226,46,924,2024-11-29,CardioMax,23
38227,46,1025,2024-11-07,CardioMax,16
38228,46,999,2024-11-01,GlucoShield,24
38229,46,1094,2024-11-25,CardioMax,26
38230,46,1025,2024-11-08,CardioMax,27
38231,46,1669,2024-11-22,CardioMax,11
38232,46,988,2024-11-29,CardioMax,25
38233,46,1203,2024-11-29,CardioMax,31
38234,46,683,2024-11-27,CardioMax,25
38235,46,1176,2024-11-12,CardioMax,13
38236,46,1272,2024-11-07,CardioMax,42
38237,46,1478,2024-11-25,CardioMax,24
38238,46,1710,2024-11-22,CardioMax,22
38239,46,1344,2024-11-13,CardioMax,24
38240,46,382,2024-11-08,CardioMax,31
38241,46,238,2024-11-27,CardioMax,24
38242,46,1248,2024-11-12,CardioMax,16
38243,46,556,2024-11-19,CardioMax,20
38244,46,1549,2024-11-05,CardioMax,15
38245,46,1886,2024-11-29,CardioMax,31
38246,46,917,2024-11-18,CardioMax,26
38247,46,1280,2024-11-25,CardioMax,30
38248,46,29,2024-12-25,CardioMax,14
38249,46,1094,2024-12-13,CardioMax,20
38250,46,1147,2024-12-02,CardioMax,22
38251,46,1279,2024-12-05,CardioMax,15
38252,46,1979,2024-12-13,CardioMax,26
38253,46,1705,2024-12-04,CardioMax,17
38254,46,1825,2024-12-26,CardioMax,29
38255,46,29,2024-12-30,CardioMax,23
38256,46,412,2024-12-23,CardioMax,30
38257,46,1946,2024-12-05,CardioMax,12
38258,46,1603,2024-12-31,CardioMax,35
38259,46,831,2024-12-05,GlucoShield,27
38260,46,1883,2024-12-09,CardioMax,26
38261,46,1537,2024-12-12,CardioMax,25
38262,46,1412,2024-12-03,CardioMax,25
38263,46,1425,2024-12-11,CardioMax,24
38264,46,1813,2024-12-18,CardioMax,17
38265,46,564,2024-12-09,CardioMax,33
38266,46,1999,2024-12-17,CardioMax,20
38267,46,1979,2024-12-26,CardioMax,10
38268,46,600,2024-12-24,CardioMax,10
38269,46,1813,2024-12-03,CardioMax,25
38270,46,504,2024-12-17,CardioMax,13
38271,46,1117,2024-12-04,CardioMax,22
38272,46,1176,2024-12-24,GlucoShield,21
38273,46,241,2024-12-24,CardioMax,24
38274,46,128,2024-12-10,CardioMax,21
38275,46,1603,2024-12-16,CardioMax,15
38276,46,1491,2024-12-26,CardioMax,33
38277,46,382,2024-12-30,CardioMax,14
38278,46,1719,2024-12-20,CardioMax,30
38279,46,975,2024-12-06,GlucoShield,30
38280,46,276,2024-12-27,CardioMax,33
38281,46,67,2024-12-17,CardioMax,27
38282,46,1710,2024-12-16,CardioMax,19
38283,46,623,2024-12-26,CardioMax,11
38284,46,592,2024-12-04,CardioMax,25
38285,46,1719,2024-12-05,CardioMax,27
38286,46,29,2024-12-03,CardioMax,24
38287,46,1481,2024-12-09,CardioMax,23
38288,47,999,2023-07-20,CardioMax,29
38289,47,1478,2023-07-25,GlucoShield,22
38290,47,135,2023-07-10,CardioMax,26
38291,47,1481,2023-07-21,CardioMax,10
38292,47,1280,2023-07-13,CardioMax,29
38293,47,715,2023-07-26,CardioMax,22
38294,47,92,2023-07-14,CardioMax,35
38295,47,1946,2023-07-21,CardioMax,34
38296,47,823,2023-07-18,GlucoShield,24
38297,47,1896,2023-07-14,CardioMax,21
38298,47,1131,2023-07-17,CardioMax,38
38299,47,1231,2023-07-10,CardioMax,21
38300,47,715,2023-07-07,CardioMax,11
38301,47,854,2023-07-11,CardioMax,37
38302,47,1348,2023-07-21,CardioMax,19
38303,47,988,2023-07-20,CardioMax,24
38304,47,837,2023-07-06,CardioMax,33
38305,47,92,2023-07-31,CardioMax,16
38306,47,822,2023-07-20,CardioMax,14
38307,47,463,2023-07-24,CardioMax,21
38308,47,1896,2023-07-10,GlucoShield,26
38309,47,556,2023-07-21,CardioMax,28
38310,47,181,2023-07-07,CardioMax,17
38311,47,428,2023-07-13,CardioMax,37
38312,47,330,2023-07-13,CardioMax,33
38313,47,449,2023-07-18,CardioMax,28
38314,47,534,2023-07-13,CardioMax,19
38315,47,1928,2023-07-07,CardioMax,24
38316,47,1509,2023-07-20,CardioMax,32
38317,47,524,2023-07-18,CardioMax,26
38318,47,1382,2023-07-03,CardioMax,23
38319,47,504,2023-08-21,CardioMax,22
38320,47,1217,2023-08-21,CardioMax,22
38321,47,204,2023-08-15,CardioMax,12
38322,47,186,2023-08-31,CardioMax,29
38323,47,1822,2023-08-15,CardioMax,25
38324,47,1537,2023-08-03,CardioMax,40
38325,47,1946,2023-08-31,GlucoShield,14
38326,47,524,2023-08-31,CardioMax,19
38327,47,620,2023-08-09,CardioMax,10
38328,47,1999,2023-08-16,GlucoShield,16
38329,47,1385,2023-08-31,CardioMax,23
38330,47,671,2023-08-23,CardioMax,32
38331,47,556,2023-08-23,CardioMax,31
38332,47,1710,2023-08-17,CardioMax,27
38333,47,846,2023-08-30,CardioMax,14
38334,47,128,2023-08-25,CardioMax,25
38335,47,811,2023-08-25,CardioMax,29
38336,47,448,2023-08-24,CardioMax,17
38337,47,237,2023-08-07,CardioMax,21
38338,47,1822,2023-08-23,CardioMax,10
38339,47,1398,2023-08-17,CardioMax,21
38340,47,1379,2023-08-25,CardioMax,30
38341,47,1263,2023-08-29,GlucoShield,25
38342,47,1458,2023-08-30,CardioMax,18
38343,47,1920,2023-08-11,CardioMax,27
38344,47,182,2023-08-17,CardioMax,24
38345,47,111,2023-08-30,CardioMax,18
38346,47,1217,2023-08-31,CardioMax,19
38347,47,854,2023-08-31,CardioMax,34
38348,47,204,2023-08-25,CardioMax,17
38349,47,1931,2023-08-23,CardioMax,40
38350,47,1509,2023-08-14,CardioMax,30
38351,47,1029,2023-08-14,CardioMax,26
38352,47,1931,2023-08-08,CardioMax,18
38353,47,924,2023-09-07,CardioMax,24
38354,47,1905,2023-09-13,CardioMax,28
38355,47,834,2023-09-22,CardioMax,33
38356,47,1412,2023-09-29,CardioMax,46
38357,47,1928,2023-09-08,CardioMax,21
38358,47,1903,2023-09-14,CardioMax,18
38359,47,1637,2023-09-19,GlucoShield,31
38360,47,1903,2023-09-21,CardioMax,42
38361,47,834,2023-09-21,CardioMax,31
38362,47,1272,2023-09-06,CardioMax,16
38363,47,988,2023-09-26,CardioMax,22
38364,47,1079,2023-09-04,CardioMax,13
38365,47,1423,2023-09-08,CardioMax,14
38366,47,135,2023-09-13,GlucoShield,29
38367,47,1817,2023-09-28,CardioMax,32
38368,47,1928,2023-09-29,CardioMax,29
38369,47,699,2023-09-11,CardioMax,24
38370,47,917,2023-09-27,CardioMax,22
38371,47,1881,2023-09-22,CardioMax,21
38372,47,556,2023-09-04,CardioMax,25
38373,47,1847,2023-09-20,CardioMax,21
38374,47,1667,2023-09-12,CardioMax,18
38375,47,1903,2023-09-25,CardioMax,21
38376,47,504,2023-09-26,CardioMax,19
38377,47,1478,2023-09-22,CardioMax,15
38378,47,620,2023-09-28,CardioMax,10
38379,47,1537,2023-09-07,CardioMax,22
38380,47,1554,2023-09-28,CardioMax,27
38381,47,276,2023-09-20,GlucoShield,21
38382,47,135,2023-09-22,CardioMax,23
38383,47,834,2023-09-01,CardioMax,22
38384,47,1667,2023-09-19,CardioMax,12
38385,47,463,2023-09-19,CardioMax,37
38386,47,1233,2023-09-08,GlucoShield,38
38387,47,237,2023-09-27,CardioMax,28
38388,47,305,2023-09-15,CardioMax,34
38389,47,1338,2023-09-07,CardioMax,13
38390,47,1414,2023-09-06,CardioMax,28
38391,47,538,2023-09-28,CardioMax,17
38392,47,1412,2023-09-05,CardioMax,27
38393,47,305,2023-09-26,GlucoShield,40
38394,47,1147,2023-09-01,CardioMax,28
38395,47,886,2023-09-21,CardioMax,36
38396,47,886,2023-09-08,CardioMax,18
38397,47,128,2023-09-27,CardioMax,17
38398,47,382,2023-09-28,CardioMax,12
38399,47,133,2023-10-23,CardioMax,29
38400,47,241,2023-10-10,CardioMax,16
38401,47,1883,2023-10-17,GlucoShield,18
38402,47,487,2023-10-25,CardioMax,15
38403,47,1476,2023-10-19,GlucoShield,19
38404,47,971,2023-10-25,CardioMax,36
38405,47,917,2023-10-06,CardioMax,22
38406,47,215,2023-10-12,GlucoShield,13
38407,47,1234,2023-10-04,CardioMax,23
38408,47,1613,2023-10-19,CardioMax,31
38409,47,1025,2023-10-16,CardioMax,32
38410,47,1143,2023-10-03,CardioMax,28
38411,47,1130,2023-10-13,CardioMax,20
38412,47,363,2023-10-11,CardioMax,15
38413,47,386,2023-10-27,CardioMax,22
38414,47,975,2023-10-26,CardioMax,32
38415,47,1425,2023-10-31,CardioMax,14
38416,47,1320,2023-10-27,CardioMax,25
38417,47,801,2023-10-24,CardioMax,16
38418,47,837,2023-10-31,CardioMax,24
38419,47,1979,2023-10-12,CardioMax,25
38420,47,854,2023-10-05,CardioMax,16
38421,47,538,2023-10-25,CardioMax,18
38422,47,831,2023-10-18,CardioMax,16
38423,47,1263,2023-10-12,CardioMax,10
38424,47,363,2023-10-23,CardioMax,26
38425,47,473,2023-10-20,CardioMax,17
38426,47,412,2023-10-24,CardioMax,24
38427,47,1189,2023-10-18,CardioMax,10
38428,47,822,2023-10-13,CardioMax,21
38429,47,1766,2023-10-09,CardioMax,29
38430,47,525,2023-10-31,CardioMax,29
38431,47,1395,2023-10-06,CardioMax,32
38432,47,1248,2023-10-27,GlucoShield,23
38433,47,1603,2023-11-13,CardioMax,26
38434,47,1203,2023-11-13,CardioMax,29
38435,47,1812,2023-11-23,CardioMax,32
38436,47,987,2023-11-07,CardioMax,30
38437,47,1201,2023-11-06,CardioMax,35
38438,47,1521,2023-11-17,CardioMax,32
38439,47,182,2023-11-17,CardioMax,28
38440,47,674,2023-11-28,CardioMax,24
38441,47,811,2023-11-28,GlucoShield,26
38442,47,729,2023-11-30,CardioMax,30
38443,47,1964,2023-11-07,CardioMax,26
38444,47,1363,2023-11-03,CardioMax,26
38445,47,204,2023-11-23,CardioMax,28
38446,47,811,2023-11-16,CardioMax,23
38447,47,429,2023-11-03,CardioMax,30
38448,47,1883,2023-11-22,CardioMax,30
38449,47,1147,2023-11-27,CardioMax,28
38450,47,1233,2023-11-07,CardioMax,19
38451,47,382,2023-11-14,CardioMax,22
38452,47,186,2023-11-16,CardioMax,20
38453,47,495,2023-11-29,CardioMax,18
38454,47,1290,2023-11-08,CardioMax,17
38455,47,1879,2023-11-01,CardioMax,25
38456,47,504,2023-11-24,CardioMax,24
38457,47,71,2023-11-30,CardioMax,31
38458,47,538,2023-11-21,CardioMax,15
38459,47,748,2023-11-22,CardioMax,31
38460,47,204,2023-11-16,CardioMax,27
38461,47,238,2023-11-21,CardioMax,22
38462,47,1117,2023-11-16,CardioMax,34
38463,47,1290,2023-11-30,CardioMax,27
38464,47,1613,2023-11-02,CardioMax,29
38465,47,394,2023-11-10,CardioMax,21
38466,47,1803,2023-11-15,CardioMax,14
38467,47,1928,2023-11-15,CardioMax,31
38468,47,1320,2023-11-24,CardioMax,21
38469,47,182,2023-11-09,CardioMax,22
38470,47,620,2023-11-02,CardioMax,23
38471,47,1881,2023-11-23,CardioMax,26
38472,47,71,2023-11-02,CardioMax,24
38473,47,1320,2023-11-06,GlucoShield,33
38474,47,917,2023-11-20,GlucoShield,35
38475,47,1398,2023-12-21,CardioMax,15
38476,47,92,2023-12-19,CardioMax,21
38477,47,185,2023-12-20,CardioMax,28
38478,47,556,2023-12-06,CardioMax,20
38479,47,894,2023-12-01,CardioMax,24
38480,47,823,2023-12-19,GlucoShield,26
38481,47,1025,2023-12-20,CardioMax,24
38482,47,1549,2023-12-20,CardioMax,24
38483,47,1521,2023-12-04,GlucoShield,41
38484,47,1201,2023-12-13,CardioMax,29
38485,47,382,2023-12-06,CardioMax,17
38486,47,1346,2023-12-07,CardioMax,29
38487,47,1817,2023-12-04,CardioMax,27
38488,47,999,2023-12-07,CardioMax,24
38489,47,429,2023-12-04,CardioMax,27
38490,47,592,2023-12-18,CardioMax,31
38491,47,1320,2023-12-28,GlucoShield,25
38492,47,1346,2023-12-18,CardioMax,27
38493,47,305,2023-12-18,CardioMax,25
38494,47,1423,2023-12-26,CardioMax,33
38495,47,1946,2023-12-26,CardioMax,19
38496,47,547,2023-12-08,CardioMax,18
38497,47,67,2023-12-12,CardioMax,26
38498,47,1029,2023-12-14,CardioMax,13
38499,47,1965,2023-12-05,CardioMax,31
38500,47,128,2023-12-06,CardioMax,12
38501,47,1147,2023-12-15,CardioMax,25
38502,47,729,2023-12-05,CardioMax,27
38503,47,999,2023-12-28,CardioMax,28
38504,47,1817,2023-12-08,CardioMax,26
38505,47,972,2023-12-11,CardioMax,29
38506,47,1469,2023-12-04,GlucoShield,18
38507,47,1542,2023-12-26,CardioMax,25
38508,47,1374,2023-12-28,CardioMax,31
38509,47,386,2023-12-13,CardioMax,29
38510,47,1931,2023-12-13,CardioMax,15
38511,47,450,2023-12-25,CardioMax,10
38512,47,1272,2023-12-15,CardioMax,22
38513,47,363,2023-12-18,CardioMax,32
38514,47,75,2023-12-05,CardioMax,15
38515,47,115,2023-12-18,CardioMax,28
38516,47,831,2023-12-27,GlucoShield,22
38517,47,925,2023-12-08,GlucoShield,17
38518,47,1234,2023-12-18,CardioMax,22
38519,47,766,2023-12-21,CardioMax,23
38520,47,886,2023-12-12,CardioMax,29
38521,47,1836,2023-12-19,CardioMax,14
38522,47,766,2023-12-08,CardioMax,28
38523,47,1817,2024-01-09,CardioMax,16
38524,47,237,2024-01-22,CardioMax,22
38525,47,1079,2024-01-01,CardioMax,20
38526,47,1490,2024-01-25,CardioMax,27
38527,47,237,2024-01-24,CardioMax,31
38528,47,988,2024-01-08,CardioMax,18
38529,47,386,2024-01-11,CardioMax,20
38530,47,1847,2024-01-15,CardioMax,23
38531,47,1079,2024-01-03,CardioMax,25
38532,47,987,2024-01-22,CardioMax,23
38533,47,1260,2024-01-01,CardioMax,29
38534,47,971,2024-01-08,CardioMax,32
38535,47,1931,2024-01-05,CardioMax,17
38536,47,1460,2024-01-29,CardioMax,10
38537,47,1719,2024-01-30,GlucoShield,14
38538,47,276,2024-01-26,CardioMax,27
38539,47,1813,2024-01-25,CardioMax,21
38540,47,1052,2024-01-11,CardioMax,28
38541,47,1344,2024-01-24,CardioMax,18
38542,47,1280,2024-01-31,CardioMax,27
38543,47,1320,2024-01-12,CardioMax,22
38544,47,1398,2024-01-16,CardioMax,23
38545,47,495,2024-01-09,CardioMax,37
38546,47,1117,2024-01-10,CardioMax,17
38547,47,525,2024-01-02,CardioMax,20
38548,47,249,2024-01-30,CardioMax,19
38549,47,1423,2024-01-24,CardioMax,16
38550,47,1147,2024-01-12,CardioMax,19
38551,47,181,2024-01-11,CardioMax,26
38552,47,1458,2024-01-26,CardioMax,12
38553,47,496,2024-01-03,CardioMax,14
38554,47,1147,2024-01-15,CardioMax,15
38555,47,450,2024-01-24,CardioMax,13
38556,47,1382,2024-01-15,CardioMax,17
38557,47,238,2024-01-10,CardioMax,28
38558,47,1231,2024-01-04,CardioMax,23
38559,47,1886,2024-01-11,CardioMax,25
38560,47,1478,2024-01-03,GlucoShield,15
38561,47,1491,2024-01-01,CardioMax,16
38562,47,1603,2024-02-27,CardioMax,27
38563,47,699,2024-02-16,CardioMax,30
38564,47,495,2024-02-06,CardioMax,29
38565,47,1395,2024-02-19,CardioMax,30
38566,47,237,2024-02-07,CardioMax,21
38567,47,526,2024-02-05,CardioMax,19
38568,47,1382,2024-02-01,CardioMax,18
38569,47,524,2024-02-14,CardioMax,30
38570,47,75,2024-02-12,CardioMax,24
38571,47,1537,2024-02-29,CardioMax,20
38572,47,801,2024-02-21,CardioMax,29
38573,47,988,2024-02-13,GlucoShield,18
38574,47,1203,2024-02-23,CardioMax,24
38575,47,1234,2024-02-29,CardioMax,29
38576,47,71,2024-02-16,CardioMax,28
38577,47,1637,2024-02-02,CardioMax,28
38578,47,538,2024-02-02,GlucoShield,19
38579,47,1363,2024-02-23,GlucoShield,15
38580,47,1347,2024-02-12,CardioMax,25
38581,47,1348,2024-02-28,CardioMax,24
38582,47,1886,2024-02-27,CardioMax,22
38583,47,975,2024-02-05,CardioMax,31
38584,47,1117,2024-02-01,CardioMax,14
38585,47,305,2024-02-29,CardioMax,31
38586,47,766,2024-02-09,CardioMax,29
38587,47,71,2024-02-20,CardioMax,29
38588,47,699,2024-02-19,CardioMax,36
38589,47,1082,2024-02-27,CardioMax,31
38590,47,181,2024-02-22,CardioMax,29
38591,47,1382,2024-02-28,CardioMax,20
